@relation dataset-bow-valence-weka.filters.unsupervised.attribute.NominalToString-C1

@attribute text string
@attribute valence numeric

@data
hiccups,5
'nice day happy sadly spending homework .',6.5
'hoping training take  hours like chaplain said would . hope pass copies   shack  ..   ',5
'make living  get  . make life  give  . something think prioritizing ..',6
'!  r di h ea  !',5
'oh yea pep town .. horn saturday party ! ! ! ! !',5.5
'almost done unpackin . house looks beautiful . lovin life ..',7.5
'thanks guys ! ! ! going disney world ! !',7
'heater hot water building workin . crash someones house bag cloths bar soap .',4
'need quit making ass mi self',4
'wisconsin dells tomorrow ! !  days nights wilderness ! ! happy',6.5
'sure wrong .. probably fault !',4
'holy christ ! great time last night . thanks everyone coming .',6.5
'brazil sealed lips tonguetied',5
'sooooo tired',4
'merry christmas everyone ! ! ! god bless . xoxo',7.5
'boiling pasta',5
'arkham asylum far addicting ..',5
bored,4.5
'name .. anymore .. wkwkwkwkwkwkwk',5
'whew got day .. nxt  days ! ! ! .. lil man strep jst viral got ta run coarse ! ! ! thanx god !',6.5
'going vegas tomorrow . phantom opera come !',6
'exhausted long day work . need foot massage ! happy',5.5
'copying work schedule , careful skip days .. turns open , morning need start early . frown , sad , angry pouting',5
'face .. feels like someone punching inside . stupid sinuses .',4
'wiide awake .. .. puppy dog sleeping great though ..',4.5
'mind ..',5
'hi , .. say something .',5
'eat faqyt dik sck fat pussy',4.5
'oh gosh ! ! range nerve racking ! ! must say car pretty sexy ! happy',6
'got itouch',5
'chillin detroit , ',6
'better parts name put ya mouth .. curious ask ! ! ! ! ! !',5
'still waiting life changing phone call .. maybe tomorrow ..',4.5
'bday shopping .. yay lol . least good company happy',6.5
'sittin thing third time ever ! ! ! lol',5.5
'sure multiple engagements showing friends  feed serious april fools cheeky , playful',5
'holy cows eating corn chips ! friends ! ? laughing',6
'trade animal egret .  egret holding moving next level',5
'got alot songs  ddr computer xp  still alive also portal laughing fun !',6
'got converse shoes happy',6.5
'cheers crashing random people parties ! ?',6
'numbers . facebook ! ! joke . go top right screen , click account edit friends . go theleft side screen click phonebook . everyone phone numbers beingpublished . please repost let friends know .. happening remove .. numbers .',4.5
'possible make strong weak time ..',4.5
'best time lastnight first half day spring break , r , , , , , ,and best time much still week go . god love friends',7
'never thought cleaning car air filter  k   would hard ! ..',4
blueberry,5
'hopes stay really good job . afraid could happen . .. . wife kids . depend substance .. provide . fail would hearbreaking . pray keep keepin  trust god provide matter outcome might .',3
'sick bed frown , sad , angry pouting',3.5
'man quizzes fun , idk',5.5
'thanks birthday wishes , twas good day happy',7
'yes , finally ! ! !',6.5
'want christmas hippopotamus',5.5
'sick alone',3.5
'summer starts tomorrow laughing',6.5
'odd dream . jess scheer , josia klein , laura zweig , tommy rugrats  except give reptar shirt .  enjoyed much . laughing',6
'almost dad birthday ! ! ! !  ',7
'good night .. bye ..',5
'thank greetings happy made day happier know many woderfull people life exist happy thanks',7.5
'hr shift , home mow front back garden . . knackered !',4
'saturday horrible friday nite hope today better day',4.5
'butt set .. lol .',5
'still getting used place surpised',4.5
'done work .',5
'feel like lied life . happy kind way . probably even make sense , ok .',5.5
'intelligence common sense !',5
'well fb next time peace  love ..',5.5
'white ..',5
'buy flowers .. noooo .',5
'crapiest dream ever life !',4
'chocolate pizzza yuuuummmmm ! ! ! ! ! ! ! ! ! omg',6.5
'get drunk birthday . said could done ..',5
'put status beautiful daughter world ! ! !   ..     .     .   .',6.5
'thank much anton reminding alter space .. great job man !',6
'thanks b day wishes everyone happy',6
'listening music .. chiillliin     .  b   ',6
'slightly disturbed ..',4
'got bike everything live  plus rage machine ! ride together die together .. bad boys life !',5.5
'ca wait darn test ! move everything else . w counting days . happy',5.5
'yesterday great ! school laughs whole time , school interesting , work funny fun ! lol tired skeptical , annoyed , undecided , uneasy hesitant',6.5
'even disgusting thought ..',3
'happy bday naya .. let know wat doin  da day babes ..',5
'body apparently thinks sleep overated . glory glory insomnia .. guess get used constatnly opperating   hours sleep .  blink  blink ',4
'stand people pretend nothing certain folks whole time chat time               posers knew',3.5
'hey frens , , , lost al contact numbrs cell .. pls forward number  cell plssss',5
'day life ..',5
'whomever trying call .. sorry , seem lost phone flurry collaging .',5
'grrr . need extra things worry feel like crap .',3.5
'finally get go back work happy',6.5
'finally made facebook .',5
'hard day today gon na long rest till next time happy',6
'.. supper  check , dishes  check , couch  check ! need find ambition shower b bed ! long day !',5.5
'went talked snapon rep today . ordered  . tools  retail value  . getting free ! excited ! dad sent e cheeky , playful ecting package weeks !',7
'hates wen lock somthing get wrong instintly spell corektly',4.5
'never really knew could dance like .. happy happy ',6
'took temp running fever .. whole body aches . feel like crappola work tonight ca afford take since curtis feels need steal wife . fingada ! !',3
'would get foot snow year decide get dish',4.5
'get tan  .. nobody ever tans .. girlfriends scared sun guessnothing blue ocean sand ',5
'lost day yesterday .. thought thursday wednesday .. love holidays ! ! !',6.5
'sick constant gaybashing .. .. .. , wants makeout random churchs prayer session ? laughing',5
bored,4.5
'shocking ! ! ! laughing',5.5
'far still school tomorrow crying',4
'merry christmas everyone ! ! !',6
'one life',5
'ok , paranormal activity  actually pretty scary , definitely first one lol',5.5
'account messing status update . .',5
'finally done stock .. fun skeptical , annoyed , undecided , uneasy hesitant',4.5
'hope great day sis   ! ! ! finally  !',6.5
'grr know phone skeptical , annoyed , undecided , uneasy hesitant',4.5
'realized somebody accessed profile added strange applications . take care next time onwards keep system locked away .',5
'well time updated photos ..',5
'passed grade frown , sad , angry pouting',4
'need job .. man economy sux matter read news',3.5
'life indeed would dull difficulties .',5
'getting business together , ',6.5
'celebrated first borns first birthday yesterday . still ca believe whole year gone already . thanking god many blessings .',7.5
'hey thnks ..',5.5
'lethal weekend girls coyles halls feins ! theres way kidney infection guna stop gettin wasted ! much funny shit went even wer begin .. newcastle !',6.5
'bazinga !',5
'paitence virtue really need work .',4.5
'help help help help help !',4.5
'tried take kids take picture neighborhood true value santa , little ones would abide . still cool see path lined grills instead usual fake pine trees far less stress level failure would occur mall santa .',5
'wishes could skipped whole year  .. worst birthday ever ! ! ! !',2.5
'home happy',6
'seen transformers  revenge fallen  times already',5
'subho maha sashti friendzzzzzzz ! ! ! ! ! !',5
'isnt anyone online ? ? ? ? ?',4
'mozambique today',5
'nfl playoffs ! ! saints secondary lost one , still think  team allowed ! ! colts lost thank god ! ! go ravens , go eagles ..',5.5
'like floor',5
'dude payed visit wlo today got argument laughing typical scorp eitherway',6
'sick stupid people criticize , get life seriously . , change cause stupid words shut hell stop .',2.5
'staying  hours straight good idea worth',5.5
'like cursors jump around end typing somewhere intend ..',4.5
'health care , always health care military . one wants health care government join military . one see real poverty , one believe u.s. poverty . every dollar government prints puts economy , need dollar .. lessons . get   fight rights .',4
'invited lately three friends grace respective daughter grand day   birthday celebrations  baptismal .. consecutively .. missed birthday celebrations made baptismal reception .. apologies .. birthday wishes angels , dolly ..',5.5
'young nothing worry . life wonderful problems .. happened ?',4
'bank america stole   mvd incorrectly charged car registration  times ! ! bofa give money back make charges overdrawn . know mvd charged three times ! ! watch .',3.5
'friend one gives tissue cry , best friend one tissue shovel bury person made cry !',5.5
lyl,5
'chillin day tell go watch kids',5
'happy mothersz day  ',6
'love f.r.i.e.n.d.s  tv show , actual friends ',6
'hey , everyone . finally got facebook account .. everyone forget already ? ?',5
'thanks birthday wishes . guys awesome .',7
'going golfing today',5.5
'one careless match start forest fire takes whole damn box get campfire going !',5
'well , friday night , feeling abit better going work today . nothing like party time friends recharge batteries .',6.5
'meet god son happy',6
'strolling memory lane name new technology ! .. always good excuse staying later lol',5.5
'love day lazy day',6.5
'love flows like fall away',5
'never felt true pain untill sneeze hot , spicy sausage nose',4.5
'sick .',4
'thank happy feels gr  loving ppl around happy happy happy',8
'end near going die',2.5
'sleepy tired .. zzzzz',5
'always done , get always gotten ! ! think diffrent ..',5
'cry . smile happened happy dr. seuss',7.5
'man , start getting early often .  ',4.5
', help friends , one , super reggae artist snow , one best birthdays history .',7
'howaya mammy , lol pants ground ! ! ! ! ! soz touch , money hassle per usual .. another note , home holiday still cards ? ? ? number micro fall . anyhoo , tanx million pressie ! pressie got , even got kings ransome blunts , europes bitches , pressie wud still greatest.xx bzr',5.5
'freedom package deal  comes responsibilities consequences ..   ',5
'atrocities done name religion cause . example ,  , crusades , inquisition , witch hunts , aztec human sacrifices , islamic jihads , roman persecution christians , thugee murders , child molestation , homosexual prosecution , racial prosecution , buddhist burma incident , numerous incidents jewish prosecution',3.5
'alright breaks time get back work',5
'workwork  work',5
'sity day mine',4
'underwood mayne gig mermaid tavern thursday night ! anything , , please come see us live ! side note , available signing random possessions show . see ! !',6
'got used wristband colt mccoy . walked gave',5.5
'finally cable bay ! beautiful sunny weather . ca wait get ..',6.5
'hai w lng !',4.5
'listening , wanting watch twilight . also wondering someone ..',4.5
'watching true blood online awol moment ,  hehe',6
'love mcdonalds',6
'seriously sick . frown , sad , angry pouting',3
'go happy',6
'life short wake regrets . love people treat right .. forget ones . believe everything happens reason . get second chance , grab hands . changes life , let . nobody said life would easy , promised would worth .',7
'bi winning banging  gram rocks thats roll thats roll',5
'newport taste like cheeseburger',5
?,5.5
'size matters',5.5
'got notice dr retiring ! , go ! especially donnie complex case . anyone idea good around ?',4.5
' months goodbye laguardia , finally . school ish like prison bid . time plan next move , , taken ova tha world lol ! . wit ya jus gon get ran ova , move ova lames , time play gamez , ya dig !',6.5
'wishing grades posted already .. suspense kills !',4.5
'merry christmas everyone ! ! ! ! !',6.5
'nice day happy',7
'stop ..  minggu lagi semuanya sudah selesai .. think miss happy already teach many thing many real e cheeky , playful erience . hope never forget everything teach .',7
'learned new ways oregon scewing people  tax return fix current budget problem .',3.5
'well , thank god blessing see one year ..',6.5
'qwhy uu always quiet ? dat quiet ',5
'thank birthday wishes love , ',6
'completely honest  hours . ask one question  inbox  . answer matter . full honesty , dare put status see questions asked',5
'halloween ! ! ! ! ! ! ! ! ! excited ! happy',6.5
'got f ! ! ! lol',5
'hmmm pretttyyy good day . moved wood scooped cow crap ! yay ! ! ! ! ! haha ! well least getta go shopping tomorrow ! ! happy yay yay ! !',6.5
'p.s . longest wedding ever !',5
'calculations correct baby hits  miles per hour gon na see serious shit.  ',5
'daddy birfdayy . gon na mexicant eat taaacos .  , pink ones . jk',5.5
'going thai birthday meal oxford . yum yum',6
'nistakes much fun make .',5.5
'enjoying alaska',6.5
'working second youtube cartoon . one grey . knew years ago . stupid squad , felt name change order . hope like . tomorrow .',5
'hanging familly lake',5
'gged exam nxt week ..',4.5
'ca find better profile pictures .',5
'go crazy sometimes , go crazy tryin  keep losing mind . ',4.5
'queen elizabeth joins facebook today ..',5
'tonight ! sep. ashleigh mauseth crash site  pm  long yrs gone missing much .. sycamore rd church .. please copy past help spread word anyone may see page',4
'comin home',5
'girls finally coming home gone five half weeks ! ! ! late night parties !',5.5
'give presents farmville pls .. thanks .. happy',6
'hate job !',3
'ate hamburgers gon na go chill',5.5
'never make someone priority , , option .',4.5
'favorite bruise fading , almost gone , memory , anyway ..',5
'got elbowed mouth playing basketball today . lip looks like got bad botox injection . damn leaving house . like need fuller lips really .',3.5
'realises people looking strange . smells bad needs shower ! ! go get clean smell nice',4.5
'need donkey please thank',5
'worst thanksgiving ever . broke mand hand , got cast , able play basketball season sport next  months . f   king great',2.5
'micah way home wonderful visit arizona . thank goins  clan warm welcome !',7
'decided slowly remove fair weather , negative fake people life longer respond , realize fall  ',4.5
'much fun crazy family sea isle city new jersey !  hearts , happy',7
'remembering ones died islamic terror attacks yrs . ago . bpc waiting bel get class overheard someone say plane crashed building student center . spent hrs  people watching one small tv news .',5
'let see forthcoming facebook friends . leave oneword comment think best describes using third letter name . one word . one word . copy paste post wall leave word . could fun !',5
'ateam football  knox  , mccullough  .',5
'homelessgo without eating . elderly go without medicines . mentally ill fight fortreatment . troops go without proper equipment . veterans go without benefits promised ! yet donate millions pounds toother countries . time sort country first !   repost   people facebook wo . know   , ?',3.5
'.. sleight hand twist fate , .. wait without . without ..',5
'wegmans using wifi finally check everything .. pay stinky bills . oh , way , roadrunner suck .',4
' registered cac  home  said could . phhhsss .. got anything wit computers . gots ! !',5.5
'life bed roses .. prooved yesterday ..',4
'god damn liver wants hurry decide healthy ! frown , sad , angry pouting',3.5
'never realized many great pics great people . trying bring . fun fun fun . went dali museum today , since  , played park .. spectacular day .',7.5
'hates naggers ! ! !',3
'great time tonight , miss guys !',6
'reality bites . ouch ..',4
'shitty day ! first car breaks er branden becuz decided punch floor ! arrgh !',2.5
'h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha .. lol , gud tymzz nat happy happy',5.5
bed,5
'got back really .. really .. cold',4.5
'sonic youth show tonight ! ! !',5.5
'watching junjou romantica time .. never gets old ! love',5.5
'sick , tired , oh yea , moving takes lot .',3.5
truth,5
'boy writes letter god.dear god',5
'love giving someone power destroy trusting wo love',6
'great practice tts wednesday night , idsfa practice tonight , got girls tuesday morning , looks like pretty well classes . , pretty good week far , signs point next week even better .',7
'trying sleep day long',5
'pistachio overload !',5
'thanks angelica clayton sending alien cow . really like !',5.5
'goen pick wee man take docs',5
'hay friends ?',5.5
'going school today laughing .',6
'lovin wilmington weather .. winter ? ? ? ? happy',6
'today feels good true . shoe drop ?',7
'said new dog food improved nutrient level good taste , taste ? ? ? ? ? ? ? ? ? ? ? ? ?',5
'.. told pokemon month . cool one looks kind cool .  hope remember swap back month . ',5
'trying get comfortable active son kicking flips !  months counting !',5
'another baby reflux frown , sad , angry pouting thankfully knew signs time around caught early',3.5
'believe going acdc !',3.5
'religion go church',5
'could find boy wo lie decieve , one could talk instead want alllll time , ask friend',3.5
'die eventually laughing',5
'life stinks .. spray perfume',4.5
'awesome agood time , go astros vs mets friday houston , look weiners beer , wish',5.5
'guess one loves comments  days oh well still ppl let know way lol',4
'ready great weekend ! ! ! ! happy',6.5
'merry x mas friend families everybody safe driving',6
'freedom live oh god ! ! !',6
' hours freedom left .. !',4
'says almost guys untrustworthy ..',3
'thanks everyone birthday wishes reminding another f    ing year older',4.5
chips,5
'camp . using ithing . hard type . fun , something akin fun . playing piano duet kid named . miss guys . stop using contraband . gbye !',5.5
'feel like say luv .. thanks  p',6
'never see caring side anymore .',3
'realises homwwork really nohting youth',5
'two weeks get eye operation ! ! !',5.5
'watching russia x usa . semifinals women volleyball world championships ! later semifinal , brazil x japan !',5.5
'rest peace nick . things wo anymore go back manila without . goodbye friend .',2.5
'nothing leave alone ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !',3.5
'mind language last post .. rated little higher pg',5
'uuhh , saw first saw movie    feelin kinda twichy',4.5
'misses stokes already . camp way short',4
'thx one showed dinner ..',5
'vegas tomorrow , ku monday ! ! ! !',6
'sick projects ! !',3.5
'facebook trick  press , , , , left , right , left , right , b , , enter key , right click press magic crcles appear . way get rid log refresh page .. work ! put status works . follow steps scroll .. circles appear .. really works',5
'new year , new resolutions',5.5
'welcoming last year teenager !',6
'saw song tv  one time favorites  holiday scorpions .. come think , following lines everyone lips omaha winter happy exchange cold days sun',5.5
'bowling league tonight .. go thunderballs !',6
'fun night',6
'good birthday , went disney coworkers hung , happy happy',6.5
'one spliff day keeps evil away',5
'happy halloweeeeeeeeeeeennn ! ! ! ! ! !',6.5
'studying two test friday . taste wine drink weekend reward ..',5.5
'justin bieber love baby , baby , baby ohhhh love',5.5
'happy ! ! ! ! ! ! ! ! ! !',7
' days wakeup ..',5
'work lame ..',4
'plan class tomorrow ! shoot ..',4
'sleepless . mix feeling happy , worried , excited , confused , ambiguous , angry desperate .',4.5
'love women , ,',5.5
'smoke weed next  days got jail  months . fml ! ! ! !',3.5
' today  therefore officially announcing candidacy president .',5
'heading home jakarta .. senangnya , syalalalala',5
'metaphorically loves stabbing .',4.5
'could get katana   knife works , really wanted .. wise paying   . one .. tempted .. wait next check paid tuesday .. bad money towards rent  sighs ',4.5
'sunny queensland . beautiful one day , perfect next !',7
'blast hockey game ! ! ! ! joey .. going next ? ? ? ? ? ? ? ? ?',7
'really stand people right .. think hormones talking , hope . lol',3.5
'actually make horrible day . text',2.5
'bout time ! shorts tshirt weather !',6
'glass cuts faster deeper knife luver bleeds slower heart tried difusse glass bomb naked shiny red happy',5.5
'empire state mind far many reasons .',5.5
'sticks stones may break bones wipes chains excite ! ! ! ! true story ! ! !',5.5
'thank everybody wishing .',6
'finally decided new name kitty ! sassafras happy',6
'one day work . ready weekend . got find something get . lol . maybe baby go lil date .  joy ',6
'ps purple thumboxer',5
'absent online class ? something wrong',4.5
'wow hr famine reallly hard got hrs nearly vomitted move weak still raised   kids like everyday .',6
'well top mammy ! oi sam look ere ! !  hehehe  ',5.5
home,5
'happiest people best everything , make best everything .',6.5
'feb  mar  residential treatment facility po box  limestone , maine .  attention  mark mcfarland would really like get mail support ! ! !',5.5
'hope everything goes well ! ! ! haaaaayyyyyyy ..',5.5
'humm , , , , , stopping praying . interesting , much longer , know far saint , know need , get cross',5
'wishes would find someone love love back .',4
'feeling doggie puppies today happy',6
'want free .. lubayan nyo na ako.bkit ayw nyo mging msaya .. crying sent smiley ! want see ?',5
'back college ..',5
'wish cookie right ..',5
'damn ! hate computers security system ! sooo paranoid let play computer game since trying access files saved computer ! ! ! ! !  ',3.5
'first day learn dive , fun laughing .. almost ran tree',6.5
'love love verb',5
'cloud nine right .',7.5
'well quizzes moment .. pretty uneventful weekend due fact call work . sucks least happy get paycheck !',5
'key good italian tomato sauce plenty garlic , seasoning low heat . wack temp , add chopped tomatoes , sizzle squirm ! ! ! gorgeous !',6
'r.i.p . kiss  really hoping ',3.5
'ca believe dense ! really fallen  , always .. always scared whenever around , always find edge heart attack .. still , really dense ! ! hate , know ? know , , ca find reason hate ! ! tt',3.5
'middle end choice wish made always make late .',3.5
'today lamee saucee friendss .',4
'things today  .get , .survive , .go back bed .',5
'cats ! looove ! cats !',6
'thanks birthday love ! could someone fix back ?',6
'dr phil fat man sold diet book country .',4
'looking forward girls  night . love',6
'hanging line , dead line .',4.5
'hate kind heat .',4.5
'wow . week already little .. eugh . .  .',4
'hi , dong woo',5
'scholarship searching aunt soon . glad aunt medicine ! would lost !',6.5
'everybody , love juice word  even though alexis  favorite word crapload people keep saying  found .',5
'tom hanks right .. sleepless seattle',5
'paintballin  awesome',6
'reality person lies reveals , reveal . therefore , would understand , listen says , rather say ! ! ! !',5
'without car horrible .. horrible !',2.5
'history family history ovarian , cervical breast cancer need test done annually . hysterectomy oct .',5.5
'glad home  couple days fun san francisco !',6.5
'good day .. started otter creek bible study , chapel service , lunch workout good friend , productive day church  still small group look forward bit , get go back otter creek live showing alice wonderland ! awesome day .',8
'carolina horrible !',3
'happy java application  bible reading plan  year java affecting lives world ',6.5
'  belive actually got talk girl chat roulette cute one ontop',6
'congratulations magnificent utterly uncelebrated five time world champion ..   ',6
'many complications relationship .. upar se exams .. heart attack .. !',3.5
'whos goin skii trip ? ?',5
'novel gay ppl going popular hero velcro man , fixes velcro pants shoes ppl lying rubble . get feeling .',5.5
'feeling rough .. pluracy sinus infection issues incision .. happy better !',3.5
'thank wonderful birthday',7.5
'l  ! come watch !  .  come find ! ! laughing  watch dragon ball z .  know new one every tuesday thursday . something look forward ! ! ! ! laughing',6
'color bra made news ? let support troops . support troops please post status leave least one hour . excuses anyone ! ! appear everyone status ! please ones make .. land free home brave ..',5.5
'happy beerday .. sa lhat ng nag greet .. thank soo much .. mwaaahh .. sana nest bday ko jan p din kau ..',5.5
'people look think strong.she handle it.do really know feel ?   ',3.5
'today son turned  went chucky cheese logans dinner . awesome time . sometimes wish grow fast . miss time baby would fall asleep couch chest .',7
'yay ! ! ! ! first round xams finally .. lfy seems life',6.5
'life hard thing keep .',4
'wow got ass beat   rounds managed win , still ca believe .',5.5
'pressure . mind . tend well gun , however . next thought .. nails . need prettyfying . blech .',4.5
'love least deserve , need .',5
'world lost great man today , rip mr. elmore , never forgotten',3.5
'fyi certain person .. want know something want kept secret get f  ck facebook .. ask kids knew get pissed know . ask get',2.5
'man religion project killing never even heard shakers .',4
'american idol season  star world love',6
'thing facebook , facelibrary ? .. brotha get dewey decimal system ? happy',5.5
'got finished studing civics final science test . school dance tommarow .',5.5
'taking zpack . strange hungry ? eating everything sight !',5
'wondering dogs look butt fart ? ? ?',5
'kindergarten story tell  one little girls class asked morning everyone buying spirit pom pom , sell friday school , wanted one . told would bring money next week could get one . turned looked serious little face said , take debit cards ?  lol !   ',5
'saw eclipse wed. night best movie seen summer , fat',5.5
'wooo  days till craziness reaches whole new level ! ! love',6.5
'bunking office staying home nothing rocks ! ! ! ! ! !',6.5
'advance merry christmas sa lahat ng mga fb reryan',5.5
'  without , one night alone , like year without baby    soundtrip usa ta bago magstudy   love love love',7
'tired nothing day ! first ! lol',4
'new year fast approaching .. let ready welcome  .. hope year better year us .. pray , pray , pray , , ..',6.5
'dear friends , thank kind wishes . good birthday one could ripening age . sincerely wish best . best ,',7
'great day wit happy great birthdayyy thankyouu everyone happy',7.5
'thanks guys bday wishes .. happy',6.5
'aaaaaaaaaaaaagggggggggghhhhhhhhhhhhhhhh ..',4
'mondays potholes road life .',4
'thanks bday wishes',5.5
'got house hrs , going vegetative state taking cat wit',4.5
'finished outline !',6
'read one right .  .. hard find reliable cheap indicators saying contrarians likely right.    correlations people criticize thing people misunderstand thing necessarily instructive realize.  love disparate bits find me.  ',5.5
'things finally looking good happy',7.5
'getting ready go babe ..',6
'hope wonderful day ! god bless',7.5
'getting heart broken worst thing ever ! ! ! frown , sad , angry pouting',2
'blast house dereon ! sasha baby , greatest !',6.5
'omg ..  ! ! thank guys love',6.5
'headed portland spend time hopefully find wrong stinkin  car .',4.5
'annoying children must die',2.5
'dreams country roads takes home',5
'tired micro braids . someone please come help take ! ! ! another note , smiling ever since thankgiving . lot thankful .',7
'dinner mommy  watched two movies ! !',6.5
'wait tomorrow soccer game ! usa ! usa ! beat brazil !',6
'sct rokkz .. strike ! ! ! lol .. ',5
'okay learning schizophrenia',5
'chances  highways indiana needed travel today , traveled  years , closed blizzard conditions ? ? nevertheless , ignored common sense drove right . still alive .',5
' say well done celtics  ! ! ! ! ! ! ! ! ! ! !  teamceltics !',6
'regrets taking unglam photos people took unglam photos .',4.5
'birthday well spent happy . hope still chill . like status wars , hate randomly stopped .',6
'ok urban dictionary meaning .. lol .. extremely attractive girl whos flirty personality curvacious figure keep coming back . typically brunette occasionally acts blonde . enjoys long relationships many close guy friends . often mistaken slut really . also super bitch get onto bad side ..   ',5
'happy birthday ! big  !',6
'todays nice cool day  ',5.5
'ugh , finally got home . started work today  screaming kid got done work  dealing screaming twilight fans . bed time happy',6
'counting last  minutes birthday bestie sleeping ! lots love everyone !',7
'woke awesome hangover . thanks birthday wishes !',6
'bleh .. mondays',4
'got acting academic team captain quiz bowl , made happy . hermitage team came secondtolast , still loads fun .',6.5
'ca wait see beautiful girlfriend today  ',7
'santa coming ! santa coming !',5.5
'dinner mom , grandma , birthday . hope fun !',5.5
'watching dance ass , gave contestant dream meal last fatty meal . black girl ',5
'get shitt',3.5
'think arm fell ,  games  days ice good ! !',3.5
'tooth today feeling sorry',4
'happy teacher day ! laughing',6.5
'hates able anything , hand . stiches sux ..',3.5
'motion city soundtrack puts smile face   laughing',6
'dance britney spears .',5
'hiiiiii guys .. thanx wishes ! ! ! ! ! ! ! ! ! !',6
'another week , another paycheck nice income nicer could spend .',5
'well , biggest loser finally ! yay ! ! ! peanut butter eggs come ! , seriousness , lost  pounds unfortunately quite enough win !',6.5
'thanks birthday wishes ya ! happy',6.5
'saw paranormal activity yesterday awsome ! ! ! good thought amazingly real laughing !',6.5
'depression overestimate underdeliverable . hope miss last part .',4.5
'wow one days , way many dumb moments day . def . exceeded amount allowed even  .',4
'umm woww .. ha txt meee happy',5.5
'school , classroom , facebook . looks like going start using facebook lot . lol',5
'happy friendships day ! love love love',6.5
'work .. today .',5
'people private concept take    elas pagam vocal act laura melo  cascais   djs funk ? !  residentes twin lx   bauhaus',5
'! ! ! ! ! ! record conference ',6.5
'work friday ! happy everyone !',6
'true  god makes enemies foot stool ! happy told stop messing god child !',5.5
'studying history test .. super duper tired',4
'hey everyone jdrf  juvenile diabetes research foundation  walk cure coming . please help reach fund raising goal . figured   friends would achieve goal . follow link profile tab help . thanks !',5.5
'hmmm . feeling summer break going something different laughing',6
'trip mall karah total mess',3.5
'happy turkey day everybody',5.5
'ft strap going hole ! , thes people come ! makes  times well . sure glad took last  stands easy tellin whipstock would pointing !',4.5
'feel better today ,   . still stopped . think sinus infection . oh joy ! ugh !',4
'utter wench , ',5.5
'moms know good product keep water kids eyes taking bath ? ? developed quite fear bath time ! !',5
'good night ! thanks great birthday wishes ! love',7
'happy home , needs drink .',6
'champion match , need one win lose twice .. let',5.5
'full moon time ..',5
'teen mom  obnoxious .',4
'bout put one air',5
'love toes face',7.5
'second chance ? ? ? ? ? ? ! ! ! !',4.5
'thing conditional love . love either unconditional love   ',5
'hate tennis racketts ! ! ! ! ! got hit eye today one gym ..',3.5
'age  yrs graduated calling mommy calling   mom  .   mommy  babies.  ',5.5
'car f     getting garage tuesday . laptop crashed get windows reinstalled , f   k bill gates microsoft . top raining . saturdays got ta love',2.5
'alias hiatus .. poof !',5
'eerie calm fills air right hurricane hits . school felt like today . strange .',5
'interesting stuff ? ? ?',5
'today pretty easy day . tomorrow thats another story . hope everyone better day tomorrow today . gudnite fb talk yall tomorrow .',6.5
'day !',5.5
'saw eclipse trailer .. incrayaublay  frech incredible  laughing',6
'birthday today gettin fucked',4.5
'b day concert house blues rockin ! ! !',6
'gtg ! ! monday .. monday madness traffic ..',4.5
'lakers modern warfare  get nap looking like good day .',6
'happy diwali ! ! ! ! ! ! ! !',6.5
'oh money .. pain ass .',4
'lov listenin  lies wen know truth',4
'going get friends back know happen',5
'tired want go work tomorrow .',4
'mountains love',6
'wild thing totally looks like seth green',5
'today turned  ! happy birthday happy',7
'f   k update status ?',4.5
'sick tired admired wish would die get fired drop label stop fables gon na able top name pigeon holdin  poppy sensations cop rotation rock  roll stations patience deal cocky caucasians',4
'beige ! ! ! ! ! !',5
'dun like rts , ',4
'called fingers  never seen fing .. oh wait , go !',5
'wonder trade clunker ? ? ? seems like right time ..',5
'love haters ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !',5
'thanx birthday wishes everyone ! great day , gon na even better evening ! .. dinner , drinks , dancing , karaoke .. etc .. get spend great people ! one wonderful girlfriend spoiling rotten already .. lol . thanx babe , love , greatest ! .. ! turning  isnt bad   .',8
'wtf cheating game importance clean hit anybody could see that.you refs sorry sacks xxxx call play life depended it.when receiver catches play get hit football.it always pretty want pretty go watch balle sad crying ravens going start hurting colts refs stop cheating !',2.5
'.. faucet puts water . needs settings hot cold water . like .. coke .. beer . yes ! ! ! beer ! ! faucet needs give beer , time want , temp , brand .. yes !  sigh  unfortunantly dream .',5
'currently sooo tired days without enough sleep havin go work ai joke .. happy make amp energy drinks ',5
'thanks everyone birthday wishes ! laughing',6
'watching spirit stallion cimarron keep puting pause luckly ive seen  times love songsnshadow dragon',6
'starting snow ..',5
'feel like old school western movie , dam fra ! !',4.5
'nobody world hv crystal clear heart becoz every one heart sum scratches scribled loved ones ..',4
'beginning august , tigers usual second half season death spiral . turned today game  favor sox',4.5
'thanks everyone birthday messages',5.5
'great class hero journey . watched stars wars . makes good night .',6
'well today better e cheeky , playful ected   tomorrow gon na better',6.5
'tyred .. wanting go bed earliest . also missing bloemfontein friends .. two sleeps city roses ..',4.5
'love new shoes ! ! !',6
'girls like drano ..',5
