@relation dataset-bow-arousal-weka.filters.unsupervised.attribute.NominalToString-C1

@attribute text string
@attribute arousal numeric

@data
'whatever give woman , make greater . give sperm , give baby . give house , give home . give groceries , give meal . give smile give heart . multiplies enlarges whatever given . give crap .. ready receive ton shit ! ! ! ! .. real women keep going !',5
?,1
'wants thank lucky stars beautiful friendships made years happy love thank birthday wishes love',3
'hoping decent weather weekend ..',2
'time anthropology . talk fun . lol',1.5
'internet jackkkkkkked . love',3
'still sick ..',2
'without boys  days still accomplished half wanted ! ! ! time management sux !',5
'college application faint heart ! immunization forms birds ! one place wo sign one shot place wo sign shot .. going sign form  ',5.5
'love guy friends much ! would die without ! r awesome amazing !  guy friends knw tht totally completely love !',5
'think fire stir coals throw another log . fire near burnt .',1.5
'anxious nothing',1
' thanks happy birthdays everyone happy happy',3
hiccups,1
'nice day happy sadly spending homework .',2
'hoping training take  hours like chaplain said would . hope pass copies   shack  ..   ',1.5
'make living  get  . make life  give  . something think prioritizing ..',2
'!  r di h ea  !',5
'oh yea pep town .. horn saturday party ! ! ! ! !',7.5
'almost done unpackin . house looks beautiful . lovin life ..',2
'thanks guys ! ! ! going disney world ! !',7
'heater hot water building workin . crash someones house bag cloths bar soap .',1.5
'need quit making ass mi self',1.5
'wisconsin dells tomorrow ! !  days nights wilderness ! ! happy',6
'sure wrong .. probably fault !',5
'holy christ ! great time last night . thanks everyone coming .',5.5
'brazil sealed lips tonguetied',2
'sooooo tired',3.5
'merry christmas everyone ! ! ! god bless . xoxo',6
'boiling pasta',1
'arkham asylum far addicting ..',2
bored,1
'name .. anymore .. wkwkwkwkwkwkwk',3.5
'whew got day .. nxt  days ! ! ! .. lil man strep jst viral got ta run coarse ! ! ! thanx god !',6.5
'going vegas tomorrow . phantom opera come !',5
'exhausted long day work . need foot massage ! happy',5
'copying work schedule , careful skip days .. turns open , morning need start early . frown , sad , angry pouting',3
'face .. feels like someone punching inside . stupid sinuses .',3
'wiide awake .. .. puppy dog sleeping great though ..',2.5
'mind ..',2
'hi , .. say something .',2
'eat faqyt dik sck fat pussy',2.5
'oh gosh ! ! range nerve racking ! ! must say car pretty sexy ! happy',6.5
'got itouch',1
'chillin detroit , ',1.5
'better parts name put ya mouth .. curious ask ! ! ! ! ! !',7
'still waiting life changing phone call .. maybe tomorrow ..',2.5
'bday shopping .. yay lol . least good company happy',3
'sittin thing third time ever ! ! ! lol',6
'sure multiple engagements showing friends  feed serious april fools cheeky , playful',2
'holy cows eating corn chips ! friends ! ? laughing',5
'trade animal egret .  egret holding moving next level',2
'got alot songs  ddr computer xp  still alive also portal laughing fun !',4.5
'got converse shoes happy',1.5
'cheers crashing random people parties ! ?',5
'numbers . facebook ! ! joke . go top right screen , click account edit friends . go theleft side screen click phonebook . everyone phone numbers beingpublished . please repost let friends know .. happening remove .. numbers .',4.5
'possible make strong weak time ..',2
'best time lastnight first half day spring break , r , , , , , ,and best time much still week go . god love friends',1.5
'never thought cleaning car air filter  k   would hard ! ..',5
blueberry,1
'hopes stay really good job . afraid could happen . .. . wife kids . depend substance .. provide . fail would hearbreaking . pray keep keepin  trust god provide matter outcome might .',2.5
'sick bed frown , sad , angry pouting',2
'man quizzes fun , idk',1.5
'thanks birthday wishes , twas good day happy',2
'yes , finally ! ! !',6.5
'want christmas hippopotamus',1
'sick alone',1
'summer starts tomorrow laughing',3
'odd dream . jess scheer , josia klein , laura zweig , tommy rugrats  except give reptar shirt .  enjoyed much . laughing',3.5
'almost dad birthday ! ! ! !  ',7.5
'good night .. bye ..',2
'thank greetings happy made day happier know many woderfull people life exist happy thanks',2
'hr shift , home mow front back garden . . knackered !',5
'saturday horrible friday nite hope today better day',1
'butt set .. lol .',2
'still getting used place surpised',2.5
'done work .',1
'feel like lied life . happy kind way . probably even make sense , ok .',1.5
'intelligence common sense !',4.5
'well fb next time peace  love ..',2.5
'white ..',2
'buy flowers .. noooo .',1.5
'crapiest dream ever life !',5
'chocolate pizzza yuuuummmmm ! ! ! ! ! ! ! ! ! omg',9
'get drunk birthday . said could done ..',2
'put status beautiful daughter world ! ! !   ..     .     .   .',5
'thank much anton reminding alter space .. great job man !',5
'thanks b day wishes everyone happy',3
'listening music .. chiillliin     .  b   ',3
'slightly disturbed ..',2
'got bike everything live  plus rage machine ! ride together die together .. bad boys life !',4.5
'ca wait darn test ! move everything else . w counting days . happy',4.5
'yesterday great ! school laughs whole time , school interesting , work funny fun ! lol tired skeptical , annoyed , undecided , uneasy hesitant',4.5
'even disgusting thought ..',2.5
'happy bday naya .. let know wat doin  da day babes ..',5
'body apparently thinks sleep overated . glory glory insomnia .. guess get used constatnly opperating   hours sleep .  blink  blink ',2.5
'stand people pretend nothing certain folks whole time chat time               posers knew',3.5
'hey frens , , , lost al contact numbrs cell .. pls forward number  cell plssss',2
'day life ..',2
'whomever trying call .. sorry , seem lost phone flurry collaging .',2
'grrr . need extra things worry feel like crap .',3
'finally get go back work happy',1.5
'finally made facebook .',3
'hard day today gon na long rest till next time happy',2
'.. supper  check , dishes  check , couch  check ! need find ambition shower b bed ! long day !',4.5
'went talked snapon rep today . ordered  . tools  retail value  . getting free ! excited ! dad sent e cheeky , playful ecting package weeks !',5.5
'hates wen lock somthing get wrong instintly spell corektly',1.5
'never really knew could dance like .. happy happy ',2.5
'took temp running fever .. whole body aches . feel like crappola work tonight ca afford take since curtis feels need steal wife . fingada ! !',4.5
'would get foot snow year decide get dish',1
'get tan  .. nobody ever tans .. girlfriends scared sun guessnothing blue ocean sand ',2
'lost day yesterday .. thought thursday wednesday .. love holidays ! ! !',6
'sick constant gaybashing .. .. .. , wants makeout random churchs prayer session ? laughing',3.5
bored,1
'shocking ! ! ! laughing',6.5
'far still school tomorrow crying',3
'merry christmas everyone ! ! !',6.5
'one life',1
'ok , paranormal activity  actually pretty scary , definitely first one lol',1.5
'account messing status update . .',1.5
'finally done stock .. fun skeptical , annoyed , undecided , uneasy hesitant',2
'hope great day sis   ! ! ! finally  !',6
'grr know phone skeptical , annoyed , undecided , uneasy hesitant',2.5
'realized somebody accessed profile added strange applications . take care next time onwards keep system locked away .',1.5
'well time updated photos ..',2.5
'passed grade frown , sad , angry pouting',1.5
'need job .. man economy sux matter read news',3
'life indeed would dull difficulties .',1.5
'getting business together , ',3
'celebrated first borns first birthday yesterday . still ca believe whole year gone already . thanking god many blessings .',1.5
'hey thnks ..',2.5
'lethal weekend girls coyles halls feins ! theres way kidney infection guna stop gettin wasted ! much funny shit went even wer begin .. newcastle !',5
'bazinga !',5
'paitence virtue really need work .',1.5
'help help help help help !',6
'tried take kids take picture neighborhood true value santa , little ones would abide . still cool see path lined grills instead usual fake pine trees far less stress level failure would occur mall santa .',1
'wishes could skipped whole year  .. worst birthday ever ! ! ! !',6
'home happy',2
'seen transformers  revenge fallen  times already',1
'subho maha sashti friendzzzzzzz ! ! ! ! ! !',7.5
'isnt anyone online ? ? ? ? ?',4
'mozambique today',1
'nfl playoffs ! ! saints secondary lost one , still think  team allowed ! ! colts lost thank god ! ! go ravens , go eagles ..',6
'like floor',1
'dude payed visit wlo today got argument laughing typical scorp eitherway',3
'sick stupid people criticize , get life seriously . , change cause stupid words shut hell stop .',3
'staying  hours straight good idea worth',1.5
'like cursors jump around end typing somewhere intend ..',2
'health care , always health care military . one wants health care government join military . one see real poverty , one believe u.s. poverty . every dollar government prints puts economy , need dollar .. lessons . get   fight rights .',2
'invited lately three friends grace respective daughter grand day   birthday celebrations  baptismal .. consecutively .. missed birthday celebrations made baptismal reception .. apologies .. birthday wishes angels , dolly ..',2.5
'young nothing worry . life wonderful problems .. happened ?',2.5
'bank america stole   mvd incorrectly charged car registration  times ! ! bofa give money back make charges overdrawn . know mvd charged three times ! ! watch .',6
'friend one gives tissue cry , best friend one tissue shovel bury person made cry !',5
lyl,4
'chillin day tell go watch kids',1.5
'happy mothersz day  ',2
'love f.r.i.e.n.d.s  tv show , actual friends ',2.5
'hey , everyone . finally got facebook account .. everyone forget already ? ?',3
'thanks birthday wishes . guys awesome .',2
'going golfing today',4
'one careless match start forest fire takes whole damn box get campfire going !',5
'well , friday night , feeling abit better going work today . nothing like party time friends recharge batteries .',1.5
'meet god son happy',2.5
'strolling memory lane name new technology ! .. always good excuse staying later lol',4.5
'love day lazy day',2
'love flows like fall away',1.5
'never felt true pain untill sneeze hot , spicy sausage nose',1.5
'sick .',1
'thank happy feels gr  loving ppl around happy happy happy',3
'end near going die',4.5
'sleepy tired .. zzzzz',2
'always done , get always gotten ! ! think diffrent ..',5
'cry . smile happened happy dr. seuss',2.5
'man , start getting early often .  ',2
', help friends , one , super reggae artist snow , one best birthdays history .',1.5
'howaya mammy , lol pants ground ! ! ! ! ! soz touch , money hassle per usual .. another note , home holiday still cards ? ? ? number micro fall . anyhoo , tanx million pressie ! pressie got , even got kings ransome blunts , europes bitches , pressie wud still greatest.xx bzr',7
'freedom package deal  comes responsibilities consequences ..   ',2.5
'atrocities done name religion cause . example ,  , crusades , inquisition , witch hunts , aztec human sacrifices , islamic jihads , roman persecution christians , thugee murders , child molestation , homosexual prosecution , racial prosecution , buddhist burma incident , numerous incidents jewish prosecution',1.5
'alright breaks time get back work',1
'workwork  work',1.5
'sity day mine',1.5
'underwood mayne gig mermaid tavern thursday night ! anything , , please come see us live ! side note , available signing random possessions show . see ! !',5.5
'got used wristband colt mccoy . walked gave',2
'finally cable bay ! beautiful sunny weather . ca wait get ..',4.5
'hai w lng !',5
'listening , wanting watch twilight . also wondering someone ..',2.5
'watching true blood online awol moment ,  hehe',3.5
'love mcdonalds',1
'seriously sick . frown , sad , angry pouting',1.5
'go happy',2.5
'life short wake regrets . love people treat right .. forget ones . believe everything happens reason . get second chance , grab hands . changes life , let . nobody said life would easy , promised would worth .',2.5
'bi winning banging  gram rocks thats roll thats roll',2
'newport taste like cheeseburger',1
?,1
'size matters',1
'got notice dr retiring ! , go ! especially donnie complex case . anyone idea good around ?',5
' months goodbye laguardia , finally . school ish like prison bid . time plan next move , , taken ova tha world lol ! . wit ya jus gon get ran ova , move ova lames , time play gamez , ya dig !',4.5
'wishing grades posted already .. suspense kills !',5
'merry christmas everyone ! ! ! ! !',7
'nice day happy',2
'stop ..  minggu lagi semuanya sudah selesai .. think miss happy already teach many thing many real e cheeky , playful erience . hope never forget everything teach .',3
'learned new ways oregon scewing people  tax return fix current budget problem .',1.5
'well , thank god blessing see one year ..',2
'qwhy uu always quiet ? dat quiet ',3
'thank birthday wishes love , ',3.5
'completely honest  hours . ask one question  inbox  . answer matter . full honesty , dare put status see questions asked',4
'halloween ! ! ! ! ! ! ! ! ! excited ! happy',8
'got f ! ! ! lol',6.5
'hmmm pretttyyy good day . moved wood scooped cow crap ! yay ! ! ! ! ! haha ! well least getta go shopping tomorrow ! ! happy yay yay ! !',7
'p.s . longest wedding ever !',6.5
'calculations correct baby hits  miles per hour gon na see serious shit.  ',2
'daddy birfdayy . gon na mexicant eat taaacos .  , pink ones . jk',3
'going thai birthday meal oxford . yum yum',2
'nistakes much fun make .',1.5
'enjoying alaska',4
'working second youtube cartoon . one grey . knew years ago . stupid squad , felt name change order . hope like . tomorrow .',1.5
'hanging familly lake',1.5
'gged exam nxt week ..',1
'ca find better profile pictures .',1
'go crazy sometimes , go crazy tryin  keep losing mind . ',1.5
'queen elizabeth joins facebook today ..',3
'tonight ! sep. ashleigh mauseth crash site  pm  long yrs gone missing much .. sycamore rd church .. please copy past help spread word anyone may see page',7.5
'comin home',1
'girls finally coming home gone five half weeks ! ! ! late night parties !',6.5
'give presents farmville pls .. thanks .. happy',3.5
'hate job !',5.5
'ate hamburgers gon na go chill',1.5
'never make someone priority , , option .',1.5
'favorite bruise fading , almost gone , memory , anyway ..',2.5
'got elbowed mouth playing basketball today . lip looks like got bad botox injection . damn leaving house . like need fuller lips really .',2
'realises people looking strange . smells bad needs shower ! ! go get clean smell nice',5
'need donkey please thank',1
'worst thanksgiving ever . broke mand hand , got cast , able play basketball season sport next  months . f   king great',3.5
'micah way home wonderful visit arizona . thank goins  clan warm welcome !',5
'decided slowly remove fair weather , negative fake people life longer respond , realize fall  ',3
'much fun crazy family sea isle city new jersey !  hearts , happy',5
'remembering ones died islamic terror attacks yrs . ago . bpc waiting bel get class overheard someone say plane crashed building student center . spent hrs  people watching one small tv news .',1.5
'let see forthcoming facebook friends . leave oneword comment think best describes using third letter name . one word . one word . copy paste post wall leave word . could fun !',4
'ateam football  knox  , mccullough  .',1.5
'homelessgo without eating . elderly go without medicines . mentally ill fight fortreatment . troops go without proper equipment . veterans go without benefits promised ! yet donate millions pounds toother countries . time sort country first !   repost   people facebook wo . know   , ?',4
'.. sleight hand twist fate , .. wait without . without ..',2
'wegmans using wifi finally check everything .. pay stinky bills . oh , way , roadrunner suck .',2.5
' registered cac  home  said could . phhhsss .. got anything wit computers . gots ! !',5.5
'life bed roses .. prooved yesterday ..',2.5
'god damn liver wants hurry decide healthy ! frown , sad , angry pouting',5
'never realized many great pics great people . trying bring . fun fun fun . went dali museum today , since  , played park .. spectacular day .',1.5
'hates naggers ! ! !',7
'great time tonight , miss guys !',5
'reality bites . ouch ..',2.5
'shitty day ! first car breaks er branden becuz decided punch floor ! arrgh !',6
'h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha h ha .. lol , gud tymzz nat happy happy',6
bed,1
'got back really .. really .. cold',2.5
'sonic youth show tonight ! ! !',5.5
'watching junjou romantica time .. never gets old ! love',4.5
'sick , tired , oh yea , moving takes lot .',2
truth,1
'boy writes letter god.dear god',1
'love giving someone power destroy trusting wo love',1.5
'great practice tts wednesday night , idsfa practice tonight , got girls tuesday morning , looks like pretty well classes . , pretty good week far , signs point next week even better .',2
'trying sleep day long',1.5
'pistachio overload !',5
'thanks angelica clayton sending alien cow . really like !',4.5
'goen pick wee man take docs',2
'hay friends ?',4
'going school today laughing .',2.5
'lovin wilmington weather .. winter ? ? ? ? happy',4
'today feels good true . shoe drop ?',1.5
'said new dog food improved nutrient level good taste , taste ? ? ? ? ? ? ? ? ? ? ? ? ?',5
'.. told pokemon month . cool one looks kind cool .  hope remember swap back month . ',1.5
'trying get comfortable active son kicking flips !  months counting !',4.5
'another baby reflux frown , sad , angry pouting thankfully knew signs time around caught early',2.5
'believe going acdc !',5.5
'religion go church',1.5
'could find boy wo lie decieve , one could talk instead want alllll time , ask friend',2.5
'die eventually laughing',2.5
'life stinks .. spray perfume',1
'awesome agood time , go astros vs mets friday houston , look weiners beer , wish',4
'guess one loves comments  days oh well still ppl let know way lol',2
'ready great weekend ! ! ! ! happy',6.5
'merry x mas friend families everybody safe driving',2
'freedom live oh god ! ! !',5.5
' hours freedom left .. !',3.5
'says almost guys untrustworthy ..',2.5
'thanks everyone birthday wishes reminding another f    ing year older',3.5
chips,1
'camp . using ithing . hard type . fun , something akin fun . playing piano duet kid named . miss guys . stop using contraband . gbye !',4.5
'feel like say luv .. thanks  p',4.5
'never see caring side anymore .',1.5
'realises homwwork really nohting youth',1.5
'two weeks get eye operation ! ! !',5.5
'watching russia x usa . semifinals women volleyball world championships ! later semifinal , brazil x japan !',4.5
'rest peace nick . things wo anymore go back manila without . goodbye friend .',1.5
'nothing leave alone ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !',9
'mind language last post .. rated little higher pg',2.5
'uuhh , saw first saw movie    feelin kinda twichy',2
'misses stokes already . camp way short',1
'thx one showed dinner ..',2.5
'vegas tomorrow , ku monday ! ! ! !',6.5
'sick projects ! !',6
'facebook trick  press , , , , left , right , left , right , b , , enter key , right click press magic crcles appear . way get rid log refresh page .. work ! put status works . follow steps scroll .. circles appear .. really works',3.5
'new year , new resolutions',1
'welcoming last year teenager !',5
'saw song tv  one time favorites  holiday scorpions .. come think , following lines everyone lips omaha winter happy exchange cold days sun',2.5
'bowling league tonight .. go thunderballs !',5.5
'fun night',1
'good birthday , went disney coworkers hung , happy happy',2.5
'one spliff day keeps evil away',1
'happy halloweeeeeeeeeeeennn ! ! ! ! ! !',9
'studying two test friday . taste wine drink weekend reward ..',2
'justin bieber love baby , baby , baby ohhhh love',3.5
'happy ! ! ! ! ! ! ! ! ! !',8.5
' days wakeup ..',2
'work lame ..',2
'plan class tomorrow ! shoot ..',4.5
'sleepless . mix feeling happy , worried , excited , confused , ambiguous , angry desperate .',2.5
'love women , ,',1
'smoke weed next  days got jail  months . fml ! ! ! !',6.5
' today  therefore officially announcing candidacy president .',1.5
'heading home jakarta .. senangnya , syalalalala',1.5
'metaphorically loves stabbing .',1.5
'could get katana   knife works , really wanted .. wise paying   . one .. tempted .. wait next check paid tuesday .. bad money towards rent  sighs ',2.5
'sunny queensland . beautiful one day , perfect next !',4.5
'blast hockey game ! ! ! ! joey .. going next ? ? ? ? ? ? ? ? ?',8
'really stand people right .. think hormones talking , hope . lol',3
'actually make horrible day . text',2
'bout time ! shorts tshirt weather !',4.5
'glass cuts faster deeper knife luver bleeds slower heart tried difusse glass bomb naked shiny red happy',1.5
'empire state mind far many reasons .',1.5
'sticks stones may break bones wipes chains excite ! ! ! ! true story ! ! !',7
'thank everybody wishing .',1.5
'finally decided new name kitty ! sassafras happy',4.5
'one day work . ready weekend . got find something get . lol . maybe baby go lil date .  joy ',3
'ps purple thumboxer',1
'absent online class ? something wrong',1.5
'wow hr famine reallly hard got hrs nearly vomitted move weak still raised   kids like everyday .',3
'well top mammy ! oi sam look ere ! !  hehehe  ',5.5
home,1
'happiest people best everything , make best everything .',1.5
'feb  mar  residential treatment facility po box  limestone , maine .  attention  mark mcfarland would really like get mail support ! ! !',5.5
'hope everything goes well ! ! ! haaaaayyyyyyy ..',6.5
'humm , , , , , stopping praying . interesting , much longer , know far saint , know need , get cross',2.5
'wishes would find someone love love back .',1.5
'feeling doggie puppies today happy',2
'want free .. lubayan nyo na ako.bkit ayw nyo mging msaya .. crying sent smiley ! want see ?',3
'back college ..',2
'wish cookie right ..',2
'damn ! hate computers security system ! sooo paranoid let play computer game since trying access files saved computer ! ! ! ! !  ',8
'first day learn dive , fun laughing .. almost ran tree',3.5
'love love verb',1
'cloud nine right .',1.5
'well quizzes moment .. pretty uneventful weekend due fact call work . sucks least happy get paycheck !',4
'key good italian tomato sauce plenty garlic , seasoning low heat . wack temp , add chopped tomatoes , sizzle squirm ! ! ! gorgeous !',6
'r.i.p . kiss  really hoping ',3
'ca believe dense ! really fallen  , always .. always scared whenever around , always find edge heart attack .. still , really dense ! ! hate , know ? know , , ca find reason hate ! ! tt',5.5
'middle end choice wish made always make late .',1.5
'today lamee saucee friendss .',2
'things today  .get , .survive , .go back bed .',2
'cats ! looove ! cats !',5
'thanks birthday love ! could someone fix back ?',5
'dr phil fat man sold diet book country .',1.5
'looking forward girls  night . love',2
'hanging line , dead line .',1
'hate kind heat .',1.5
'wow . week already little .. eugh . .  .',3
'hi , dong woo',1
'scholarship searching aunt soon . glad aunt medicine ! would lost !',4.5
'everybody , love juice word  even though alexis  favorite word crapload people keep saying  found .',3.5
'tom hanks right .. sleepless seattle',2.5
'paintballin  awesome',2
'reality person lies reveals , reveal . therefore , would understand , listen says , rather say ! ! ! !',6
'without car horrible .. horrible !',6
'history family history ovarian , cervical breast cancer need test done annually . hysterectomy oct .',1.5
'glad home  couple days fun san francisco !',4.5
'good day .. started otter creek bible study , chapel service , lunch workout good friend , productive day church  still small group look forward bit , get go back otter creek live showing alice wonderland ! awesome day .',3
'carolina horrible !',5.5
'happy java application  bible reading plan  year java affecting lives world ',2
'  belive actually got talk girl chat roulette cute one ontop',1.5
'congratulations magnificent utterly uncelebrated five time world champion ..   ',2.5
'many complications relationship .. upar se exams .. heart attack .. !',5
'whos goin skii trip ? ?',3.5
'novel gay ppl going popular hero velcro man , fixes velcro pants shoes ppl lying rubble . get feeling .',1.5
'feeling rough .. pluracy sinus infection issues incision .. happy better !',4.5
'thank wonderful birthday',1.5
'l  ! come watch !  .  come find ! ! laughing  watch dragon ball z .  know new one every tuesday thursday . something look forward ! ! ! ! laughing',7.5
'color bra made news ? let support troops . support troops please post status leave least one hour . excuses anyone ! ! appear everyone status ! please ones make .. land free home brave ..',5.5
'happy beerday .. sa lhat ng nag greet .. thank soo much .. mwaaahh .. sana nest bday ko jan p din kau ..',5
'people look think strong.she handle it.do really know feel ?   ',1.5
'today son turned  went chucky cheese logans dinner . awesome time . sometimes wish grow fast . miss time baby would fall asleep couch chest .',1.5
'yay ! ! ! ! first round xams finally .. lfy seems life',6
'life hard thing keep .',1
'wow got ass beat   rounds managed win , still ca believe .',2.5
'pressure . mind . tend well gun , however . next thought .. nails . need prettyfying . blech .',4
'love least deserve , need .',1.5
'world lost great man today , rip mr. elmore , never forgotten',1.5
'fyi certain person .. want know something want kept secret get f  ck facebook .. ask kids knew get pissed know . ask get',5
'man religion project killing never even heard shakers .',5.5
'american idol season  star world love',1.5
'thing facebook , facelibrary ? .. brotha get dewey decimal system ? happy',4.5
'got finished studing civics final science test . school dance tommarow .',1.5
'taking zpack . strange hungry ? eating everything sight !',5
'wondering dogs look butt fart ? ? ?',4.5
'kindergarten story tell  one little girls class asked morning everyone buying spirit pom pom , sell friday school , wanted one . told would bring money next week could get one . turned looked serious little face said , take debit cards ?  lol !   ',4.5
'saw eclipse wed. night best movie seen summer , fat',1.5
'wooo  days till craziness reaches whole new level ! ! love',6.5
'bunking office staying home nothing rocks ! ! ! ! ! !',7.5
'advance merry christmas sa lahat ng mga fb reryan',1.5
'  without , one night alone , like year without baby    soundtrip usa ta bago magstudy   love love love',3
'tired nothing day ! first ! lol',5
'new year fast approaching .. let ready welcome  .. hope year better year us .. pray , pray , pray , , ..',3
'dear friends , thank kind wishes . good birthday one could ripening age . sincerely wish best . best ,',1.5
'great day wit happy great birthdayyy thankyouu everyone happy',4
'thanks guys bday wishes .. happy',2.5
'aaaaaaaaaaaaagggggggggghhhhhhhhhhhhhhhh ..',5
'mondays potholes road life .',1.5
'thanks bday wishes',1
'got house hrs , going vegetative state taking cat wit',1.5
'finished outline !',5
'read one right .  .. hard find reliable cheap indicators saying contrarians likely right.    correlations people criticize thing people misunderstand thing necessarily instructive realize.  love disparate bits find me.  ',1.5
'things finally looking good happy',3
'getting ready go babe ..',2.5
'hope wonderful day ! god bless',5
'getting heart broken worst thing ever ! ! ! frown , sad , angry pouting',6.5
'blast house dereon ! sasha baby , greatest !',5.5
'omg ..  ! ! thank guys love',5.5
'headed portland spend time hopefully find wrong stinkin  car .',2
'annoying children must die',1.5
'dreams country roads takes home',1.5
'tired micro braids . someone please come help take ! ! ! another note , smiling ever since thankgiving . lot thankful .',5.5
'dinner mommy  watched two movies ! !',6
'wait tomorrow soccer game ! usa ! usa ! beat brazil !',6
'sct rokkz .. strike ! ! ! lol .. ',6.5
'okay learning schizophrenia',1
'chances  highways indiana needed travel today , traveled  years , closed blizzard conditions ? ? nevertheless , ignored common sense drove right . still alive .',3.5
' say well done celtics  ! ! ! ! ! ! ! ! ! ! !  teamceltics !',9
'regrets taking unglam photos people took unglam photos .',1.5
'birthday well spent happy . hope still chill . like status wars , hate randomly stopped .',3
'ok urban dictionary meaning .. lol .. extremely attractive girl whos flirty personality curvacious figure keep coming back . typically brunette occasionally acts blonde . enjoys long relationships many close guy friends . often mistaken slut really . also super bitch get onto bad side ..   ',2.5
'happy birthday ! big  !',6
'todays nice cool day  ',2
'ugh , finally got home . started work today  screaming kid got done work  dealing screaming twilight fans . bed time happy',3
'counting last  minutes birthday bestie sleeping ! lots love everyone !',6
'woke awesome hangover . thanks birthday wishes !',5
'bleh .. mondays',2
'got acting academic team captain quiz bowl , made happy . hermitage team came secondtolast , still loads fun .',1.5
'ca wait see beautiful girlfriend today  ',3
'santa coming ! santa coming !',5.5
'dinner mom , grandma , birthday . hope fun !',5
'watching dance ass , gave contestant dream meal last fatty meal . black girl ',1
'get shitt',2.5
'think arm fell ,  games  days ice good ! !',6
'tooth today feeling sorry',1.5
'happy teacher day ! laughing',5.5
'hates able anything , hand . stiches sux ..',3
'motion city soundtrack puts smile face   laughing',4
'dance britney spears .',1.5
'hiiiiii guys .. thanx wishes ! ! ! ! ! ! ! ! ! !',7.5
'another week , another paycheck nice income nicer could spend .',1.5
'well , biggest loser finally ! yay ! ! ! peanut butter eggs come ! , seriousness , lost  pounds unfortunately quite enough win !',6
'thanks birthday wishes ya ! happy',6
'saw paranormal activity yesterday awsome ! ! ! good thought amazingly real laughing !',6.5
'depression overestimate underdeliverable . hope miss last part .',1.5
'wow one days , way many dumb moments day . def . exceeded amount allowed even  .',2
'umm woww .. ha txt meee happy',3
'school , classroom , facebook . looks like going start using facebook lot . lol',2
'happy friendships day ! love love love',5.5
'work .. today .',2
'people private concept take    elas pagam vocal act laura melo  cascais   djs funk ? !  residentes twin lx   bauhaus',3.5
'! ! ! ! ! ! record conference ',7.5
'work friday ! happy everyone !',5.5
'true  god makes enemies foot stool ! happy told stop messing god child !',5.5
'studying history test .. super duper tired',2.5
'hey everyone jdrf  juvenile diabetes research foundation  walk cure coming . please help reach fund raising goal . figured   friends would achieve goal . follow link profile tab help . thanks !',5
'hmmm . feeling summer break going something different laughing',3
'trip mall karah total mess',1.5
'happy turkey day everybody',1.5
'ft strap going hole ! , thes people come ! makes  times well . sure glad took last  stands easy tellin whipstock would pointing !',5.5
'feel better today ,   . still stopped . think sinus infection . oh joy ! ugh !',5.5
'utter wench , ',2
'moms know good product keep water kids eyes taking bath ? ? developed quite fear bath time ! !',5
'good night ! thanks great birthday wishes ! love',5
'happy home , needs drink .',1
'champion match , need one win lose twice .. let',2.5
'full moon time ..',1.5
'teen mom  obnoxious .',1
'bout put one air',1
'love toes face',1.5
'second chance ? ? ? ? ? ? ! ! ! !',7.5
'thing conditional love . love either unconditional love   ',1.5
'hate tennis racketts ! ! ! ! ! got hit eye today one gym ..',7
'age  yrs graduated calling mommy calling   mom  .   mommy  babies.  ',1.5
'car f     getting garage tuesday . laptop crashed get windows reinstalled , f   k bill gates microsoft . top raining . saturdays got ta love',4.5
'alias hiatus .. poof !',4.5
'eerie calm fills air right hurricane hits . school felt like today . strange .',1
'interesting stuff ? ? ?',4
'today pretty easy day . tomorrow thats another story . hope everyone better day tomorrow today . gudnite fb talk yall tomorrow .',1.5
'day !',5.5
'saw eclipse trailer .. incrayaublay  frech incredible  laughing',5
'birthday today gettin fucked',2.5
'b day concert house blues rockin ! ! !',6.5
'gtg ! ! monday .. monday madness traffic ..',6
'lakers modern warfare  get nap looking like good day .',2.5
'happy diwali ! ! ! ! ! ! ! !',7.5
'oh money .. pain ass .',2.5
'lov listenin  lies wen know truth',2.5
'going get friends back know happen',1.5
'tired want go work tomorrow .',1
'mountains love',1.5
'wild thing totally looks like seth green',1.5
'today turned  ! happy birthday happy',4.5
'f   k update status ?',4
'sick tired admired wish would die get fired drop label stop fables gon na able top name pigeon holdin  poppy sensations cop rotation rock  roll stations patience deal cocky caucasians',2.5
'beige ! ! ! ! ! !',7
'dun like rts , ',2.5
'called fingers  never seen fing .. oh wait , go !',5
'wonder trade clunker ? ? ? seems like right time ..',4
'love haters ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !',8.5
'thanx birthday wishes everyone ! great day , gon na even better evening ! .. dinner , drinks , dancing , karaoke .. etc .. get spend great people ! one wonderful girlfriend spoiling rotten already .. lol . thanx babe , love , greatest ! .. ! turning  isnt bad   .',5
'wtf cheating game importance clean hit anybody could see that.you refs sorry sacks xxxx call play life depended it.when receiver catches play get hit football.it always pretty want pretty go watch balle sad crying ravens going start hurting colts refs stop cheating !',8.5
